name,cation,anion,silicate,silicate_html,cation_html,anion_html,elements,strunz,formula,ima,year
Nafertisite,Fe^2+^;Na;Ti^4+^,OH;F;O,,,Fe<sup>2+</sup> x 10;Na x 3;Ti<sup>4+</sup> x 2,F;O x 2;OHx6,Na;Fe;Ti;Si;O;H;F,9.EH.30,Na<sub>3</sub>Fe<sup>2+</sup><sub>10</sub>Ti<sup>4+</sup><sub>2</sub>(Si<sub>6</sub>O<sub>17</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>6</sub>F·2H<sub>2</sub>O,Approved,1995
Caryochroite,Fe^3+^;Mg;Na;Sr;Ti^4+^,O;OH,,,(Fe<sup>3+</sup> + Mg)=10;(Na + Sr)=3;Ti<sup>4+</sup> x 2,O x 3;(H<sub>2</sub>O + O + OH)=17,Na;Sr;Fe;Mg;Ti;Si;O;H,9.EH.30,"(Na,Sr)<sub>3</sub>(Fe<sup>3+</sup>,Mg)<sub>10</sub>Ti<sup>4+</sup><sub>2</sub>Si<sub>12</sub>O<sub>37</sub>(H<sub>2</sub>O,O,OH)<sub>17</sub>",Approved,2005
Veblenite,K;Na;Fe^2+^;Fe^3+^;Mn^2+^;Nb^5+^;Ti^4+^,OH;O,,,K x 2;Na;Fe<sup>2+</sup> x 5;Fe<sup>3+</sup> x 4;Mn<sup>2+</sup> x 7;Nb<sup>5+</sup> x 3;Ti<sup>4+</sup>,O x 6;OHx10,K;Na;Fe;Mn;Nb;Ti;Si;O;H,9.EH.35,K<sub>2</sub>[box]<sub>2</sub>Na(Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup><sub>4</sub>Mn<sup>2+</sup><sub>7</sub>[box])Nb<sup>5+</sup><sub>3</sub>Ti<sup>4+</sup>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(Si<sub>8</sub>O<sub>22</sub>)<sub>2</sub>O<sub>6</sub>(OH)<sub>10</sub>·3H<sub>2</sub>O,Approved,2010
Lourenswalsite,K;Ba;Ti^4+^,,,,(K + Ba)=2;Ti<sup>4+</sup> x 4,,K;Ba;Ti;Si;Al;O;H,9.EJ.05,"(K,Ba)<sub>2</sub>Ti<sup>4+</sup><sub>4</sub>(Si,Al)<sub>6</sub>O<sub>14</sub>(OH)<sub>12</sub>",Approved,1987
Middendorfite,K;Mn^2+^;Na,O;OH,,,K x 3;Mn<sup>2+</sup> x 5;Na x 2,(O + OH)=36,K;Na;Mn;Si;O;H,9.EJ.10,"K<sub>3</sub>Na<sub>2</sub>Mn<sup>2+</sup><sub>5</sub>Si<sub>12</sub>(O,OH)<sub>36</sub>·2H<sub>2</sub>O",Approved,2005
Lipuite,K;Na;Mn^3+^;Mg,OH;PO_4_;O,,,K;Na x 8;Mn<sup>3+</sup> x 5;Mg x 0.5,PO<sub>4</sub>;O x 2;OHx2,K;Na;Mn;Mg;Si;O;H;P,9.EJ.15,KNa<sub>8</sub>Mn<sup>3+</sup><sub>5</sub>Mg<sub>0.5</sub>(Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>)(PO<sub>4</sub>)O<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,"Pending publication, Approved",2015
Odigitriaite,Cs;Na;Ca,F,,,Cs;Na x 5;Ca x 5,F x 2,Cs;Na;Ca;Si;B;O;F,9.EJ.20,CsNa<sub>5</sub>Ca<sub>5</sub>[Si<sub>14</sub>B<sub>2</sub>O<sub>38</sub>]F<sub>2</sub>,Approved,2015
Davidsmithite,Ca;Na,,,,(Ca + [box])=2;Na x 6,,Ca;Na;Al;Si;O,9.FA.05,"(Ca,[box])<sub>2</sub>Na<sub>6</sub>Al<sub>8</sub>Si<sub>8</sub>O<sub>32</sub>",Approved,2016
Kaliophilite,K,,,,K,,K;Al;Si;O,9.FA.05,KAlSiO<sub>4</sub>,"Grandfathered, Approved",1886
Kalsilite,K,,,,K,,K;Al;Si;O,9.FA.05,KAlSiO<sub>4</sub>,"Grandfathered, Approved",1942
Megakalsilite,K,,,,K,,K;Al;Si;O,9.FA.05,KAlSiO<sub>4</sub>,Approved,2001
Nepheline,Na;K,,,,(Na + K)=1,,Na;K;Al;Si;O,9.FA.05,"(Na,K)AlSiO<sub>4</sub>","Grandfathered, Approved",1800
Panunzite,K;Na,,,,K x 3;Na,,K;Na;Al;Si;O,9.FA.05,K<sub>3</sub>Na(AlSiO<sub>4</sub>)<sub>4</sub>,Approved,1988
Trikalsilite,K;Na,,,,K x 2;Na,,K;Na;Al;Si;O,9.FA.05,K<sub>2</sub>NaAl<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>,"Grandfathered, Approved",1957
Trinepheline,Na,,,,Na,,Na;Al;Si;O,9.FA.05,NaAlSiO<sub>4</sub>,Approved,2012
Yoshiokaite,Ca;Na,,,,(Ca + Na)=1,,Ca;Na;Al;Si;O,9.FA.05,"(Ca,Na)[Al(Si,Al)O<sub>4</sub>]",Approved,1989
Malinkoite,Na,,,,Na,,Na;B;Si;O,9.FA.10,NaBSiO<sub>4</sub>,Approved,2000
Virgilite,Li,,,,Li,,Li;Al;Si;O,9.FA.15,LiAlSi<sub>2</sub>O<sub>6</sub>,Approved,1977
Lisitsynite,K,,,,K,,K;B;Si;O,9.FA.25,KBSi<sub>2</sub>O<sub>6</sub>,Approved,2000
Buddingtonite,NH_4_,,,,NH<sub>4</sub>,,N;H;Al;Si;O,9.FA.30,(NH<sub>4</sub>)AlSi<sub>3</sub>O<sub>8</sub>,Approved,1964
Celsian,Ba,,,,Ba,,Ba;Al;Si;O,9.FA.30,BaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,"Grandfathered, Approved",1895
Ferrisanidine,K,,,,K,,K;Fe;Si;O,9.FA.30,K(Fe<sup>3+</sup>Si<sub>3</sub>O<sub>8</sub>),"Approved, Pending publication",2019
Microcline,K,,,,K,,K;Al;Si;O,9.FA.30,KAlSi<sub>3</sub>O<sub>8</sub>,"Grandfathered, Approved",1830
Orthoclase,K,,,,K,,K;Al;Si;O,9.FA.30,KAlSi<sub>3</sub>O<sub>8</sub>,Approved,1823
Rubicline,Rb,,,,Rb,,Rb;Al;Si;O,9.FA.30,RbAlSi<sub>3</sub>O<sub>8</sub>,Approved,1998
Sanidine,K,,,,K,,K;Al;Si;O,9.FA.30,KAlSi<sub>3</sub>O<sub>8</sub>,"Grandfathered, Approved",1808
Albite,Na,,,,Na,,Na;Al;Si;O,9.FA.35,NaAlSi<sub>3</sub>O<sub>8</sub>,"Grandfathered, Approved",1812
Anorthite,Ca,,,,Ca,,Ca;Al;Si;O,9.FA.35,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,"Grandfathered, Approved",1823
Reedmergnerite,Na,,,,Na,,Na;B;Si;O,9.FA.35,NaBSi<sub>3</sub>O<sub>8</sub>,Approved,1960
Paracelsian,Ba,,,,Ba,,Ba;Al;Si;O,9.FA.40,BaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,"Grandfathered, Approved",1905
Kumdykolite,Na,,,,Na,,Na;Al;Si;O,9.FA.45,NaAlSi<sub>3</sub>O<sub>8</sub>,Approved,2007
Svyatoslavite,Ca,,,,Ca,,Ca;Al;Si;O,9.FA.45,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,1989
Slawsonite,Sr,,,,Sr,,Sr;Al;Si;O,9.FA.50,SrAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,1977
Lisetite,Ca;Na,,,,Ca;Na x 2,,Na;Ca;Al;Si;O,9.FA.55,Na<sub>2</sub>CaAl<sub>4</sub>(SiO<sub>4</sub>)<sub>4</sub>,Approved,1986
Banalsite,Ba;Na,,,,Ba;Na x 2,,Na;Ba;Al;Si;O,9.FA.60,Na<sub>2</sub>BaAl<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>,"Grandfathered, Approved",1944
Stronalsite,Na;Sr,,,,Na x 2;Sr,,Na;Sr;Al;Si;O,9.FA.60,Na<sub>2</sub>SrAl<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>,Approved,1983
Danburite,Ca,,,,Ca,,Ca;B;Si;O,9.FA.65,CaB<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,"Grandfathered, Approved",1839
Maleevite,Ba,,,,Ba,,Ba;B;Si;O,9.FA.65,BaB<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,2004
Pekovite,Sr,,,,Sr,,Sr;B;Si;O,9.FA.65,SrB<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,2004
Liebermannite,K,,,,K,,K;Al;Si;O,9.FA.70,KAlSi<sub>3</sub>O<sub>8</sub>,Approved,2013
Lingunite,Na;Ca,,,,(Na + Ca)=1,,Na;Ca;Al;Si;O,9.FA.70,"(Na,Ca)AlSi<sub>3</sub>O<sub>8</sub>",Approved,2004
Stöfflerite,Ca,,,,Ca,,Ca;Al;Si;O,9.FA.70,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,"Pending publication, Approved",2017
Kokchetavite,K,,,,K,,K;Al;Si;O,9.FA.75,KAlSi<sub>3</sub>O<sub>8</sub>,Approved,2004
Hexacelsian,Ba,,,,Ba,,Ba;Al;Si;O,9.FA.80,BaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,2015
Dmisteinbergite,Ca,,,,Ca,,Ca;Al;Si;O,9.FA.85,CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>,Approved,1989
Afghanite,Na;K;Ca,SO_4_;Cl,,,(Na + K)=22;Ca x 10,SO<sub>4</sub> x 6;Cl x 6,Na;K;Ca;Si;Al;O;S;Cl,9.FB.05,"(Na,K)<sub>22</sub>Ca<sub>10</sub>(Si<sub>24</sub>Al<sub>24</sub>)O<sub>96</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>6</sub>Cl<sub>6</sub>",Approved,1967
Alloriite,Na;Ca;K,OH;Cl;SO_4_;SO_3_;CO_3_,,,(Na + Ca)=4;(Na + K + Ca)=24;Ca x 4,"SO<sub>4</sub> x 4;(SO<sub>3</sub>,CO<sub>3</sub>) x 2;(OH + Cl)=2",Na;K;Ca;Si;Al;O;S;C;H;Cl,9.FB.05,"(Na,K,Ca)<sub>24</sub>(Na,Ca)<sub>4</sub>Ca<sub>4</sub>(Si,Al)<sub>48</sub>O<sub>96</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>(SO<sub>3</sub>,CO<sub>3</sub>)<sub>2</sub>(OH,Cl)<sub>2</sub>·4(H<sub>2</sub>O,OH)",Approved,2006
Balliranoite,Na;K;Ca,Cl;CO_3_,,,(Na + K)=6;Ca x 2,Cl x 2;CO<sub>3</sub>,Na;K;Ca;Si;Al;O;Cl;C,9.FB.05,"(Na,K)<sub>6</sub>Ca<sub>2</sub>(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)Cl<sub>2</sub>(CO<sub>3</sub>)",Approved,2009
Biachellaite,Na;Ca;K,OH;SO_4_,,,(Na + Ca + K)=8,SO<sub>4</sub> x 2;OHx0.5,Na;Ca;K;Si;Al;O;S;H,9.FB.05,"(Na,Ca,K)<sub>8</sub>(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>0.5</sub>·H<sub>2</sub>O",Approved,2007
Bystrite,Na;K;Ca,Cl;S_5_,,,(Na + K)=7;Ca,Cl;S<sub>5</sub>,Na;K;Ca;Al;Si;O;S;Cl,9.FB.05,"(Na,K)<sub>7</sub>Ca(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(S<sub>5</sub>)Cl",Approved,1990
Cancrinite,Na;Ca,CO_3_;SO_4_,,,(Na + Ca + [box])=8,"(CO<sub>3</sub>,SO<sub>4</sub>) x 2",Na;Ca;Al;Si;O;C;S;H,9.FB.05,"(Na,Ca,[box])<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Grandfathered, Approved",1839
Cancrisilite,Na,CO_3_,,,Na x 7,CO<sub>3</sub>,Na;Si;Al;O;C;H,9.FB.05,Na<sub>7</sub>(Si<sub>7</sub>Al<sub>5</sub>)O<sub>24</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O,Approved,1991
Carbobystrite,Na,CO_3_,,,Na x 8,CO<sub>3</sub>,Na;Al;Si;O;C;H,9.FB.05,Na<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(CO<sub>3</sub>)·4H<sub>2</sub>O,Approved,2009
Davyne,Na;K;Ca,Cl;SO_4_,,,(Na + K)=6;Ca x 2,Cl x 3;SO<sub>4</sub> x 0.5,Na;K;Ca;Si;Al;O;Cl;S,9.FB.05,"(Na,K)<sub>6</sub>Ca<sub>2</sub>(Si<sub>6</sub>Al<sub>6</sub>)O<sub>24</sub>Cl<sub>3</sub>(SO<sub>4</sub>)<sub>0.5</sub>","Grandfathered, Approved",1825
Depmeierite,Na,PO_4_;CO_3_,,,Na x 8,"(PO<sub>4</sub>,CO<sub>3</sub>) x 1-x",Na;Al;Si;O;P;C;H,9.FB.05,"Na<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(PO<sub>4</sub>,CO<sub>3</sub>)<sub>1-x</sub>·3H<sub>2</sub>O; (x<0.5)",Approved,2010
Fantappièite,Na;K;Ca,SO_4_,,,Na x 82.5;K x 16.5;Ca x 33,SO<sub>4</sub> x 33,Na;Ca;K;Si;Al;O;S;H,9.FB.05,[Na<sub>82.5</sub>Ca<sub>33</sub>K<sub>16.5</sub>](Si<sub>99</sub>Al<sub>99</sub>O<sub>396</sub>)(S<sup>6+</sup>O<sub>4</sub>)<sub>33</sub>·6H<sub>2</sub>O,Approved,2008
Farneseite,Na;Ca,SO_4_,,,Na x 46;Ca x 10,SO<sub>4</sub> x 12,Na;Ca;Si;Al;O;S;H,9.FB.05,Na<sub>46</sub>Ca<sub>10</sub>(Si<sub>42</sub>Al<sub>42</sub>O<sub>168</sub>)(S<sup>6+</sup>O<sub>4</sub>)<sub>12</sub>·6H<sub>2</sub>O,Approved,2004
Franzinite,Na;K;Ca,SO_4_,,,(Na + K)=30;Ca x 10,SO<sub>4</sub> x 10,Na;K;Ca;Si;Al;O;S;H,9.FB.05,"(Na,K)<sub>30</sub>Ca<sub>10</sub>(Si<sub>30</sub>Al<sub>30</sub>)O<sub>120</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>10</sub>·2H<sub>2</sub>O",Approved,1977
Giuseppettite,Na;Ca;K,SO_4_;Cl,,,Na x 42;Ca x 6;K x 16,SO<sub>4</sub> x 10;Cl x 2,Na;K;Ca;Si;Al;O;S;Cl;H,9.FB.05,Na<sub>42</sub>K<sub>16</sub>Ca<sub>6</sub>Si<sub>48</sub>Al<sub>48</sub>O<sub>192</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>10</sub>Cl<sub>2</sub>·5H<sub>2</sub>O,Approved,1979
Hydroxycancrinite,Na;Ca;K,OH;CO_3_,,,(Na + Ca + K)=8,(OH + CO<sub>3</sub>)=2,Na;Ca;K;Al;Si;O;H;C,9.FB.05,"(Na,Ca,K)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(OH,CO<sub>3</sub>)<sub>2</sub>·2H<sub>2</sub>O",Approved,1990
Kircherite,Ca;K;Na,SO_4_,,,Ca x 2;K;Na x 5,SO<sub>4</sub> x 2,Na;Ca;K;Si;Al;O;S;H,9.FB.05,(Na<sub>5</sub>Ca<sub>2</sub>K)(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·0.33H<sub>2</sub>O,Approved,2010
Kyanoxalite,Na,C_2_O_4_,,,Na x 7,(C<sub>2</sub>O<sub>4</sub>) x 0.5-1.0,Na;Al;Si;O;C;H,9.FB.05,Na<sub>7</sub>(Al<sub>5-6</sub>Si<sub>6-7</sub>O<sub>24</sub>)(C<sub>2</sub>O<sub>4</sub>)<sub>0.5-1.0</sub>·5H<sub>2</sub>O,Approved,2008
Liottite,Na;K;Ca,Cl;SO_4_,,,(Na + K)=16;Ca x 8,Cl x 4;SO<sub>4</sub> x 5,Na;K;Ca;Si;Al;O;S;Cl,9.FB.05,"(Na,K)<sub>16</sub>Ca<sub>8</sub>Si<sub>18</sub>Al<sub>18</sub>O<sub>72</sub>(SO<sub>4</sub>)<sub>5</sub>Cl<sub>4</sub>",Approved,1977
Marinellite,Na;K;Ca,Cl;SO_4_,,,(Na + K)=42;Ca x 6,Cl x 2;SO<sub>4</sub> x 8,Na;K;Ca;Al;Si;O;S;Cl;H,9.FB.05,"(Na,K)<sub>42</sub>Ca<sub>6</sub>Al<sub>36</sub>Si<sub>36</sub>O<sub>144</sub>(SO<sub>4</sub>)<sub>8</sub>Cl<sub>2</sub>·6H<sub>2</sub>O",Approved,2002
Microsommite,Ca;K;Na,Cl;SO_4_,,,Ca x 2;K x 2;Na x 4,Cl x 2;SO<sub>4</sub>,Na;K;Ca;S;O;Si;Al;Cl,9.FB.05,Na<sub>4</sub>K<sub>2</sub>Ca<sub>2</sub>(SO<sub>4</sub>)(Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>)Cl<sub>2</sub>,"Grandfathered, Approved",1872
Pitiglianoite,K;Na,SO_4_,,,K x 2;Na x 6,SO<sub>4</sub>,K;Na;Si;Al;O;S;H,9.FB.05,K<sub>2</sub>Na<sub>6</sub>(Si<sub>6</sub>Al<sub>6</sub>)O<sub>24</sub>(SO<sub>4</sub>)·2H<sub>2</sub>O,Approved,1991
Quadridavyne,Na;K;Ca,Cl,,,(Na + K)=6;Ca x 2,Cl x 4,Na;K;Ca;Si;Al;O;Cl,9.FB.05,"(Na,K)<sub>6</sub>Ca<sub>2</sub>Si<sub>6</sub>Al<sub>6</sub>O<sub>24</sub>Cl<sub>4</sub>",Approved,1990
Sacrofanite,Na;Ca,OH;SO_4_;CO_3_;Cl,,,(Na + Ca)=9,(OH + SO<sub>4</sub> + CO<sub>3</sub> + Cl)=4,Na;Ca;Si;Al;O;H;S;C;Cl,9.FB.05,"(Na,Ca)<sub>9</sub>(Si,Al)<sub>12</sub>O<sub>24</sub>(OH,SO<sub>4</sub>,CO<sub>3</sub>,Cl)<sub>4</sub>·nH<sub>2</sub>O",Approved,1979
Sulfhydrylbystrite,Na;K;Ca,SH;S_5_,,,Na x 5;K x 2;Ca,SH;S<sub>5</sub>,Na;K;Ca;Al;Si;O;S;H,9.FB.05,Na<sub>5</sub>K<sub>2</sub>Ca[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](S<sub>5</sub>)<sup>2-</sup>(SH)<sup>1-</sup>,"Approved, Pending publication",2015
Tounkite,Na;Ca;K,Cl;SO_4_,,,(Na + Ca + K)=8,Cl;SO<sub>4</sub> x 2,Na;Ca;K;Si;Al;O;S;Cl;H,9.FB.05,"(Na,Ca,K)<sub>8</sub>(Si<sub>6</sub>Al<sub>6</sub>)O<sub>24</sub>(SO<sub>4</sub>)<sub>2</sub>Cl·0.5H<sub>2</sub>O",Approved,1990
Vishnevite,Na;K,SO_4_;CO_3_,,,(Na + K)=8,"(S<sup>6+</sup>O<sub>4</sub>,CO<sub>3</sub>)",Na;K;Al;Si;O;S;C;H,9.FB.05,"(Na,K)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(S<sup>6+</sup>O<sub>4</sub>,CO<sub>3</sub>)·2H<sub>2</sub>O","Grandfathered, Approved",1944
Bicchulite,Ca,OH,,,Ca x 2,OHx2,Ca;Al;Si;O;H,9.FB.10,Ca<sub>2</sub>Al<sub>2</sub>SiO<sub>6</sub>(OH)<sub>2</sub>,Approved,1973
Danalite,Fe^2+^;Be,S,,,Fe<sup>2+</sup> x 4;Be x 3,S,Be;Fe;Si;O;S,9.FB.10,Be<sub>3</sub>Fe<sup>2+</sup><sub>4</sub>(SiO<sub>4</sub>)<sub>3</sub>S,"Grandfathered, Approved",1866
Genthelvite,Zn;Be,S,,,Zn x 4;Be x 3,S,Be;Zn;Si;O;S,9.FB.10,Be<sub>3</sub>Zn<sub>4</sub>(SiO<sub>4</sub>)<sub>3</sub>S,"Grandfathered, Approved",1944
Haüyne,Na;K;Ca,SO_4_,,,(Na + K)=3;(Ca + Na)=1,SO<sub>4</sub>,Na;K;Ca;Si;Al;O;S,9.FB.10,"(Na,K)<sub>3</sub>(Ca,Na)(Si<sub>3</sub>Al<sub>3</sub>)O<sub>12</sub>(SO<sub>4</sub>)","Grandfathered, Approved",1807
Helvine,Mn^2+^;Be,S,,,Mn<sup>2+</sup> x 4;Be,S,Mn;Be;Si;O;S,9.FB.10,Mn<sup>2+</sup><sub>4</sub>(BeSiO<sub>4</sub>)<sub>3</sub>S,"Grandfathered, Approved",1817
Kamaishilite,Ca,OH,,,Ca x 2,OHx2,Ca;Si;Al;O;H,9.FB.10,Ca<sub>2</sub>(SiAl<sub>2</sub>)O<sub>6</sub>(OH)<sub>2</sub>,Approved,1981
Lazurite,Ca;Na,S,,,Ca;Na x 3,S,Na;Ca;Si;Al;O;S,9.FB.10,Na<sub>3</sub>Ca(Si<sub>3</sub>Al<sub>3</sub>)O<sub>12</sub>S<sup>2-</sup>,"Grandfathered, Approved",1890
Nosean,Na,SO_4_,,,Na x 8,SO<sub>4</sub>,Na;Si;Al;O;S;H,9.FB.10,Na<sub>8</sub>(Si<sub>6</sub>Al<sub>6</sub>)O<sub>24</sub>(SO<sub>4</sub>)·H<sub>2</sub>O,"Grandfathered, Approved",1815
Sodalite,Na,Cl,,,Na x 4,Cl,Na;Si;Al;O;Cl,9.FB.10,Na<sub>4</sub>Si<sub>3</sub>Al<sub>3</sub>O<sub>12</sub>Cl,"Grandfathered, Approved",1811
Tsaregorodtsevite,N(CH_3_)_4_,,,,N(CH<sub>3</sub>)<sub>4</sub>,,N;C;H;Si;Al;O,9.FB.10,N(CH<sub>3</sub>)<sub>4</sub>Si<sub>4</sub>(SiAl)O<sub>12</sub>,Approved,1993
Tugtupite,Na,Cl,,,Na x 4,Cl,Na;Be;Al;Si;O;Cl,9.FB.10,Na<sub>4</sub>BeAlSi<sub>4</sub>O<sub>12</sub>Cl,Approved,1962
Vladimirivanovite,Na;Ca,SO_4_;S_3_;S_2_;Cl,,,Na x 6;Ca x 2,(S<sup>6+</sup>O<sub>4</sub> + (S<sub>3</sub>)<sup>1-</sup> + (S<sub>2</sub>)<sup>2-</sup> + Cl)=2,Na;Ca;Al;Si;O;S;Cl;H,9.FB.10,"Na<sub>6</sub>Ca<sub>2</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](S<sup>6+</sup>O<sub>4</sub>,(S<sub>3</sub>)<sup>1-</sup>,(S<sub>2</sub>)<sup>2-</sup>,Cl)<sub>2</sub>·H<sub>2</sub>O",Approved,2011
Marialite,Na,Cl,,,Na x 4,Cl,Na;Al;Si;O;Cl,9.FB.15,Na<sub>4</sub>Al<sub>3</sub>Si<sub>9</sub>O<sub>24</sub>Cl,"Grandfathered, Approved",1866
Meionite,Ca,CO_3_,,,Ca x 4,CO<sub>3</sub>,Ca;Al;Si;O;C,9.FB.15,Ca<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>(CO<sub>3</sub>),"Grandfathered, Approved",1801
Silvialite,Ca;Na,SO_4_;CO_3_,,,(Ca + Na)=4,"(SO<sub>4</sub>,CO<sub>3</sub>)",Ca;Na;Al;Si;O;S;C,9.FB.15,"(Ca,Na)<sub>4</sub>Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>(SO<sub>4</sub>,CO<sub>3</sub>)",Approved,1914
Gonnardite,Na;Ca,,,,(Na + Ca)=2,,Na;Ca;Si;Al;O;H,9.GA.05,"(Na,Ca)<sub>2</sub>(Si,Al)<sub>5</sub>O<sub>10</sub>·3H<sub>2</sub>O","Approved, Redefined",1896
Mesolite,Ca;Na,,,,Ca x 2;Na x 2,,Na;Ca;Si;Al;O;H,9.GA.05,Na<sub>2</sub>Ca<sub>2</sub>(Si<sub>9</sub>Al<sub>6</sub>)O<sub>30</sub>·8H<sub>2</sub>O,Approved,1816
Natrolite,Na,,,,Na x 2,,Na;Si;Al;O;H,9.GA.05,Na<sub>2</sub>(Si<sub>3</sub>Al<sub>2</sub>)O<sub>10</sub>·2H<sub>2</sub>O,Approved,1803
Paranatrolite,Na,,,,Na x 2,,Na;Si;Al;O;H,9.GA.05,Na<sub>2</sub>(Si<sub>3</sub>Al<sub>2</sub>)O<sub>10</sub>·3H<sub>2</sub>O,Approved,1980
Scolecite,Ca,,,,Ca,,Ca;Si;Al;O;H,9.GA.05,Ca(Si<sub>3</sub>Al<sub>2</sub>)O<sub>10</sub>·3H<sub>2</sub>O,Approved,1813
Thomsonite-Ca,Ca;Na,,,,Ca x 2;Na,,Na;Ca;Al;Si;O;H,9.GA.10,NaCa<sub>2</sub>(Al<sub>5</sub>Si<sub>5</sub>)O<sub>20</sub>·6H<sub>2</sub>O,"Approved, Renamed",1997
Thomsonite-Sr,Sr;Ca;Na,,,,(Sr + Ca)=2;Na,,Na;Sr;Ca;Al;Si;O;H,9.GA.10,"Na(Sr,Ca)<sub>2</sub>Al<sub>5</sub>Si<sub>5</sub>O<sub>20</sub>·6-7H<sub>2</sub>O",Approved,2000
Edingtonite,Ba,,,,Ba,,Ba;Si;Al;O;H,9.GA.15,Ba(Si<sub>3</sub>Al<sub>2</sub>)O<sub>10</sub>·4H<sub>2</sub>O,"Grandfathered, Approved",1825
Kalborsite,K;B,OH;Cl,,,K x 6;B,Cl;OHx4,K;Al;B;Si;O;H;Cl,9.GA.15,K<sub>6</sub>Al<sub>4</sub>BSi<sub>6</sub>O<sub>20</sub>(OH)<sub>4</sub>Cl,Approved,1979
Ammonioleucite,NH_4_,,,,(NH<sub>4</sub>) x 1,,N;H;Al;Si;O,9.GB.05,(N<sup>3-</sup>H<sub>4</sub>)AlSi<sub>2</sub>O<sub>6</sub>,Approved,1984
Analcime,Na,,,,Na,,Na;Al;Si;O;H,9.GB.05,NaAlSi<sub>2</sub>O<sub>6</sub>·H<sub>2</sub>O,Approved,1797
Fabrièsite,Na,,,,Na x 3,,Na;Al;Si;O;H,9.GB.05,Na<sub>3</sub>Al<sub>3</sub>Si<sub>3</sub>O<sub>12</sub>·2H<sub>2</sub>O,"Approved, Renamed",2012
Hsianghualite,Li;Ca,F,,,Li x 2;Ca x 3,F x 2,Li;Ca;Be;Si;O;F,9.GB.05,Li<sub>2</sub>Ca<sub>3</sub>(BeSiO<sub>4</sub>)<sub>3</sub>F<sub>2</sub>,Approved,1958
Kirchhoffite,Cs,,,,Cs,,Cs;B;Si;O,9.GB.05,CsBSi<sub>2</sub>O<sub>6</sub>,Approved,2010
Leucite,K,,,,K,,K;Si;Al;O,9.GB.05,K(Si<sub>2</sub>Al)O<sub>6</sub>,Approved,1791
Lithosite,K,OH,,,K x 3,OH,K;Al;Si;O;H,9.GB.05,K<sub>3</sub>(AlSi<sub>2</sub>O<sub>6</sub>)<sub>2</sub>(OH),Approved,1983
Pollucite,Cs;Na,,,,(Cs + Na)=2,,Cs;Na;Al;Si;O;H,9.GB.05,"(Cs,Na)<sub>2</sub>(AlSi<sub>2</sub>O<sub>6</sub>)<sub>2</sub>·2H<sub>2</sub>O",Approved,1846
Wairakite,Ca,,,,Ca,,Ca;Si;Al;O;H,9.GB.05,Ca(Si<sub>4</sub>Al<sub>2</sub>)O<sub>12</sub>·2H<sub>2</sub>O,Approved,1955
