mineral_name,formula,ions,note,ns_class,ns_subclass,ns_family,ns_mineral
Georgbokiite,Cu^2+^_5_O_2_(Se^4+^O_3_)_2_Cl_2_,,,4,J,G,05
George-ericksenite,Na_6_CaMg(I^5+^O_3_)_6_(Cr^6+^O_4_)_2_·12H_2_O,,,4,K,D,10
Georgechaoite,KNaZrSi_3_O_9_·2H_2_O,"{""A"":[""K^1+^ x 2-A"",""Na^1+^ x 2-A""],""B"":[""Zr^4+^""],""X1"":[""Si^4+^ x 3""],""Y1"":[""O^2-^ x 9""],""W"":[""H_2_O x 2""]}",,9,D,M,15
Georgeite,Cu^2+^_2_CO_3_(OH)_2_,,,5,B,A,10
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,,,7,F,B,05
Georgiadèsite,Pb^2+^_4_(As^3+^O_3_)Cl_4_(OH),,,4,J,B,70
Gerasimovskite,"(Mn^2+^,Ca)(Nb^5+^,Ti^4+^)_5_O_12_·9H_2_O",,,4,F,M,25
Gerdtremmelite,"(Zn,Fe^2+^)(Al,Fe^3+^)_2_(As^5+^O_4_)(OH)_5_",,,8,B,E,40
Gerenite-(Y),"(Ca,Na)_2_(Y,REE)_3_Si_6_O_18_.2H_2_O",,,9,C,J,45
Gerhardtite,Cu^2+^_2_N^5+^O_3_(OH)_3_,,,5,N,B,05
Germanite,Cu^1+^_8_Cu^2+^_5_Fe^3+^_2_Ge_2_S^2-^_16_,"{""A"":[""Cu^1+^ x 8"",""Cu^2+^ x 5""],""B"":[""Fe^3+^ x 2""],""C"":[""Ge^4+^ x 2""],""Y1"":[""S^2-^ x 16""]}",,2,C,B,15
Germanocolusite,Cu^1+^_9_Cu^2+^_4_V^3+^Ge_3_S^2-^_16_,"{""A"":[""Cu^1+^ x 9"",""Cu^2+^ x 4""],""B"":[""V^3+^""],""C"":[""Ge^4+^ x 3""],""Y1"":[""S^2-^ x 16""]}",,2,C,B,15
Gersdorffite,NiAsS,"{""A"":[""Ni^3+^""],""X1"":[""As""],""Y1"":[""S""]}",,2,E,B,25
Gersdorffite-P213,NiAsS,,,2,E,B,25
Gersdorffite-Pa3,NiAsS,,,2,E,B,25
Gersdorffite-Pca21,NiAsS,,,2,E,B,25
Gerstleyite,"Na_2_(Sb,As)_8_S_13_·2H_2_O",,,2,H,E,05
Gerstmannite,Mn^2+^MgZnSiO_4_(OH)_2_,,,9,A,E,25
Geschieberite,K_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,,,7,E,C,55
Getchellite,SbAsS_3_,,,2,F,A,35
Geversite,PtSb_2_,"{""A"":[""Pt^2+^""],""Y1"":[""Sb x 2""]}",,2,E,B,05a
Ghiaraite,CaCl_2_·4H_2_O,,,3,B,B,40
Giacovazzoite,K_5_Fe^3+^_3_O(SO_4_)_6_·10H_2_O,,,7,D,F,55
Gianellaite,[(Hg_2_N)^1+^]_2_(S^6+^O_4_)(H_2_O)_<i>x</i>_,,,3,D,D,30
Gibbsite,Al(OH)_3_,,,4,F,E,10
Giessenite,"(Cu,Fe)_2_Pb_26.4_(Bi,Sb)_19.6_S_57_","{""A"":[""Pb x 26.4""],""B"":[""Cu x 2-B"",""Fe x 2-B""],""C"":[""Sb x 19.6-C"",""Bi x 19.6-C""],""Y1"":[""S x 57""]}",,2,H,B,10b
Giftgrubeite,CaMn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O,"{""A"":[""Ca^2+^""],""B"":[""Mn^2+^""],""C"":[""Mn^2+^ x 2""],""X1"":[""As^5+^ x 1(2)""],""X2"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Y2"":[""O^2-^ x 3(2)"",""OH^1-^ x 1(2)""],""W"":[""H_2_O x 4""]}",,8,C,B,10
Gilalite,Cu^2+^_5_Si_6_O_17_·7H_2_O,,,9,H,E,05
Gillardite,Cu^2+^_3_Ni^2+^Cl_2_(OH)_6_,"{""A"":[""Cu^2+^ x 3""],""B"":[""Ni^2+^""],""Y1"":[""OH^1-^ x 6""],""Z"":[""Cl^1-^ x 2""]}",,3,D,A,10c
Gillespite,BaFe^2+^Si_4_O_10_,"{""A"":[""Ba^2+^""],""B"":[""Fe^2+^""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 10""]}",,9,E,A,02
Gillulyite,"Tl_2_(As,Sb)_8_S_13_",,,2,J,C,10
Gilmarite,Cu^2+^_3_(As^5+^O_4_)(OH)_3_,"{""A"":[""Cu^2+^ x 3""],""X1"":[""As^5+^""],""Y1"":[""O^2-^ x 4""],""Z"":[""OH^1-^ x 3""]}",,8,B,E,25
Giniite,Fe^2+^Fe^3+^_4_(PO_4_)_4_(OH)_2_·2H_2_O,,,8,D,B,25
Ginorite,Ca_2_B_14_O_20_(OH)_6_·5H_2_O,,,6,F,C,15
Giorgiosite,Mg_5_(CO_3_)_4_(OH)_2_·5-6H_2_O,,,5,D,A,05
Giraudite-(Zn),"Cu^1+^_6_[Cu^1+^_4_(Fe^2+^,Zn)_2_]As^3+^_4_Se^2-^_12_Se^2-^","{""A"":[""Cu^1+^ x 6""],""B"":[""Cu^1+^ x 4""],""C"":[""Fe^2+^ x 2-C"",""Zn^2+^ x 2-C""],""D"":[""As^3+^ x 4""],""Y1"":[""Se^2-^ x 12""],""Z"":[""Se^2-^""]}",,2,G,B,05
Girvasite,NaCa_2_Mg_3_(PO_4_)_2_[PO_2_(OH)_2_]CO_3_(OH)_2_·4H_2_O,,,8,D,O,05
Gismondine,CaAl_2_Si_2_O_8_·4H_2_O,,,9,G,C,05
Gittinsite,CaZrSi_2_O_7_,"{""A"":[""Ca^2+^"",""Zr^4+^""],""X1"":[""Si^4+^ x 2""],""Y1"":[""O^2-^ x 7""]}",,9,B,C,05
Giuseppettite,Na_42_K_16_Ca_6_Si_48_Al_48_O_192_(S^6+^O_4_)_10_Cl_2_·5H_2_O,"{""A"":[""Na^1+^ x 5.25"",""K^1+^ x 2"",""Ca^2+^ x 0.75""],""X1"":[""Al^3+^ x 6"",""Si^4+^ x 6""],""Y1"":[""O^2-^ x 24""],""W"":[""H_2_O x 0.625""],""Z"":[""(SO_4_)^2-^ x 1.25"",""Cl^1-^ x 0.25""]}",,9,F,B,05
Gjerdingenite-Ca,"K_2_Ca(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O","{""A"":[""K^1+^ x 2""],""B"":[""Ca^2+^""],""C"":[""Nb^5+^ x 4-C"",""Ti^4+^ x 4-C""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""W"":[""H_2_O x 6""],""Z"":[""O^2-^ x 4-Z"",""OH^1-^ x 4-Z""]}",,9,C,E,30c
Gjerdingenite-Fe,"K_2_Fe^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O","{""A"":[""K^1+^ x 2""],""B"":[""Fe^2+^""],""C"":[""Nb^5+^ x 4-C"",""Ti^4+^ x 4-C""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""W"":[""H_2_O x 6""],""Z"":[""O^2-^ x 4-Z"",""OH^1-^ x 4-Z""]}",,9,C,E,30c
Gjerdingenite-Mn,"K_2_Mn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O","{""A"":[""K^1+^ x 2""],""B"":[""Mn^2+^""],""C"":[""Nb^5+^ x 4-C"",""Ti^4+^ x 4-C""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""W"":[""H_2_O x 6""],""Z"":[""O^2-^ x 4-Z"",""OH^1-^ x 4-Z""]}",,9,C,E,30c
Gjerdingenite-Na,"(K,Na)_2_Na(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(OH,O)_4_·5H_2_O","{""A"":[""K^1+^ x 2-A"",""Na^1+^ x 2-A""],""B"":[""Na^1+^""],""C"":[""Nb^5+^ x 4-C"",""Ti^4+^ x 4-C""],""X1"":[""Si^4+^ x 4(2)""],""Y1"":[""O^2-^ x 12(2)""],""W"":[""H_2_O x 5""],""Z"":[""O^2-^ x 4-Z"",""OH^1-^ x 4-Z""]}",,9,C,E,30c
Gladite,CuPbBi_5_S_9_,"{""A"":[""Cu""],""B"":[""Pb""],""C"":[""Bi x 5""],""Y1"":[""S^2-^ x 9""]}",,2,H,B,05a
Gladiusite,"Fe^3+^_2_(Fe^2+^,Mg)_4_PO_4_(OH)_11_·H_2_O",,,8,D,F,40
Gladkovskyite,MnTlAs_3_S_6_,,,2,J,B,35g
Glagolevite,"Na(Mg,Al)_6_(Si_3_Al)O_10_(OH,O)_8_","{""A"":[""Na^1+^ x 7-A"",""Mg^2+^ x 7-A"",""Al^3+^ x 7-A""],""X1"":[""Al^3+^"",""Si^4+^ x 3""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 8-Y1"",""O^2-^ x 8-Y1""]}",,9,E,C,30
Glass,,,,,,,
Glauberite,Na_2_Ca(S^6+^O_4_)_2_,,,7,A,D,25
Glaucocerinite,"Zn_1-x_Al_x_(S^6+^O_4_)_x/2_(OH)_2_·nH_2_O  (x<0.5, n>3x/2)","{""A"":[""Zn^2+^ x 1-x""],""B"":[""Al^3+^ x x""],""X1"":[""S^6+^ x 1(x/2)""],""Y1"":[""O^2-^ x 4(x/2)""],""W"":[""H_2_O x n""],""Z"":[""OH^1-^ x 2""]}",,7,D,D,17
Glaucochroite,CaMn^2+^SiO_4_,"{""A"":[""Ca^2+^ x 2-A"",""Mn^2+^ x 2-A""],""X1"":[""Si^4+^""],""Y1"":[""O^2-^ x 4""]}",,9,A,C,05
Glaucodot,Co^3+^Fe^3+^(AsS)^3-^_2_,"{""A"":[""Co^3+^ x 0.5"",""Fe^3+^ x 0.5""],""X1"":[""As""],""Y1"":[""S""]}",,2,E,B,10c
Glaucophane,[box]Na_2_(Mg_3_Al_2_)Si_8_O_22_(OH)_2_,,,9,D,E,25
Glaukosphaerite,Cu^2+^Ni^2+^CO_3_(OH)_2_,"{""A"":[""Cu^2+^ x 2"",""Ni^2+^""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""OH^1-^ x 2""]}",,5,B,A,10
Glikinite,Zn_3_O(SO_4_)_2_,,,7,B,B,70
Glucine,CaBe_4_(PO_4_)_2_(OH)_4_·0.5H_2_O,,,8,D,A,45
Glushinskite,MgC_2_O_4_·2H_2_O,"{""A"":[""Mg^2+^""],""Y1"":[""C_2_O_4_^2-^""],""W"":[""H_2_O x 2""]}",,10,A,B,07
Gmalimite,K_6_[box]Fe^2+^_24_S_27_,"{""A"":[""K^1+^ x 6""],""B"":[""Fe^2+^ x 24"",""[box]""],""Y1"":[""S^2-^ x 26""],""Z"":[""S^2-^""]}",,2,F,C,05
Gmelinite-Ca,Ca_2_(Si_8_Al_4_)O_24_·11H_2_O,"{""A"":[""Ca^2+^ x 2""],""X1"":[""Al^3+^ x 4"",""Si^4+^ x 8""],""Y1"":[""O^2-^ x 24""],""W"":[""H_2_O x 11""]}",,9,G,D,05
Gmelinite-K,K_4_(Si_8_Al_4_)O_24_·11H_2_O,"{""A"":[""K^1+^ x 4""],""X1"":[""Al^3+^ x 4"",""Si^4+^ x 8""],""Y1"":[""O^2-^ x 24""],""W"":[""H_2_O x 11""]}",,9,G,D,05
Gmelinite-Na,Na_4_(Si_8_Al_4_)O_24_·11H_2_O,"{""A"":[""Na^1+^ x 4""],""X1"":[""Al^3+^ x 4"",""Si^4+^ x 8""],""Y1"":[""O^2-^ x 24""],""W"":[""H_2_O x 11""]}",,9,G,D,05
Gobbinsite,Na_5_(Si_11_Al_5_)O_32_·11H_2_O,"{""A"":[""Na^1+^ x 5""],""X1"":[""Al^3+^ x 5"",""Si^4+^ x 11""],""Y1"":[""O^2-^ x 32""],""W"":[""H_2_O x 11""]}",,9,G,C,05
Gobelinite,Co^2+^Cu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·6H_2_O,"{""A"":[""Co^2+^""],""B"":[""Cu^2+^ x 4""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""V"":[""H_2_O x 6""],""Z"":[""OH^1-^ x 6""]}",,7,D,D,10
Godlevskite,"(Ni,Fe)_9_S_8_","{""A"":[""Ni x 9-A"",""Fe x 9-A""],""Y1"":[""S x 8""]}",,2,B,B,15
Godovikovite,(NH_4_)Al(S^6+^O_4_)_2_,"{""A"":[""NH_4_^1+^""],""B"":[""Al^3+^""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,7,A,C,20
Goedkenite,Sr_2_Al(PO_4_)_2_(OH),"{""A"":[""Sr^2+^ x 2""],""B"":[""Al^3+^""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""OH^1-^""]}",,8,B,G,05
Goethite,Fe^3+^O(OH),"{""A"":[""Fe^3+^""],""Y1"":[""O^2-^""],""Z"":[""OH^1-^""]}",,4,F,D,10
Gold,Au,"{""A"":[""Au""]}",,1,A,A,05
Goldfieldite,Cu^1+^_6_Cu^1+^_4_[box]_2_Te^4+^_4_S^2-^_12_S^2-^,"{""A"":[""Cu^1+^ x 6""],""B"":[""Cu^1+^ x 4""],""C"":[""[box]""],""D"":[""Te^3+^ x 4""],""Y1"":[""S^2-^ x 12""],""Z"":[""S^2-^""]}",,2,G,B,05
Goldichite,KFe^3+^(S^6+^O_4_)_2_·4H_2_O,,,7,C,C,40
Goldmanite,Ca_3_V^3+^_2_(SiO_4_)_3_,"{""A"":[""Ca^2+^ x 3""],""B"":[""V^3+^ x 2-B"",""Al^3+^ x 2-B""],""X1"":[""Si^4+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""]}",,9,A,D,25
Goldquarryite,Cu^2+^Cd_2_Al_3_(PO_4_)_4_F_3_·10H_2_O,,,8,D,B,32
Goldschmidtite,KNb^5+^O_3_,"{""A"":[""K^1+^""],""B"":[""Nb^5+^""],""Y1"":[""O^2-^ x 3""]}",,4,C,C,17
Golyshevite,Na_10_Ca_9_Zr_3_Fe^2+^_2_Nb^5+^(Si_25_O_72_)(OH)_3_(CO_3_)·H_2_O,"{""A"":[""Na^1+^ x 10"",""Ca^2+^ x 3""],""B"":[""Ca^2+^ x 6""],""C"":[""Zr^4+^ x 3""],""D"":[""Fe^2+^ x 2""],""E"":[""Nb^5+^""],""X1"":[""Si^4+^ x 25""],""Y1"":[""O^2-^ x 72""],""W"":[""H_2_O""],""Z"":[""(CO_3_)^2-^"",""OH^1-^ x 3""]}",,9,C,O,10
Gonnardite,"(Na,Ca)_2_(Si,Al)_5_O_10_·3H_2_O","{""A"":[""Na^1+^ x 2-A"",""Ca^2+^ x 2-A""],""X1"":[""Al^3+^ x 5-X1"",""Si^4+^ x 5-X1""],""Y1"":[""O^2-^ x 10""],""W"":[""H_2_O x 3""]}",,9,G,A,05
Gonyerite,"(Mn^2+^,Mg)_5_Fe^3+^(Si_3_Fe^3+^O_10_)(OH)_8_","{""A"":[""Mg^2+^ x 6-A"",""Mn^2+^ x 6-A"",""Fe^3+^ x 6-A""],""X1"":[""Fe^3+^"",""Si^4+^ x 3""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 8""]}",,9,E,C,30
Goosecreekite,Ca(Si_6_Al_2_)O_16_·5H_2_O,"{""A"":[""Ca^2+^""],""X1"":[""Al^3+^ x 2"",""Si^4+^ x 6""],""Y1"":[""O^2-^ x 16""],""W"":[""H_2_O x 5""]}",,9,G,B,25
Gorbunovite,"CsLi_2_(Ti^4+^,Fe^3+^)Si_4_O_10_(F,OH,O)_2_","{""A"":[""Cs^1+^""],""B"":[""Li^1+^ x 2"",""Ti^4+^ x 1-(B2-B3)"",""Fe^3+^ x 1-(B2-B3)""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 2-Z"",""F^1-^ x 2-Z"",""O^2-^ x 2-Z""]}",,9,E,C,10
Gorceixite,BaAl_3_(PO_4_)(PO_3_OH)(OH)_6_,"{""A"":[""Ba^2+^""],""B"":[""Al^3+^ x 3""],""X1"":[""P^5+^""],""X2"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 3"",""OH^1-^""],""Z"":[""OH^1-^ x 6""]}",,8,B,L,10
Gordaite,NaZn_4_(S^6+^O_4_)(OH)_6_Cl·6H_2_O,"{""A"":[""Na^1+^""],""B"":[""Zn^2+^ x 4""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""V"":[""H_2_O x 6""],""W"":[""Cl^1-^""],""Z"":[""OH^1-^ x 6""]}",,7,D,F,30
Gordonite,MgAl_2_(PO_4_)_2_(OH)_2_·8H_2_O,"{""A"":[""Mg^2+^""],""B"":[""Al^3+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 8""],""Z"":[""OH^1-^ x 2""]}",,8,D,C,30
Gorerite,CaAlFe^3+^_11_O_19_,"{""A"":[""Ca^2+^""],""B"":[""Al^3+^"",""Fe^3+^ x 11""],""Y1"":[""O^2-^ x 19""]}",,4,C,C,22
Görgeyite,K_2_Ca_5_(S^6+^O_4_)_6_·H_2_O,,,7,C,D,30
Gormanite,"(Fe^2+^,Mg)_3_(Al,Fe^3+^)_4_(PO_4_)_4_(OH)_6_·2H_2_O","{""A"":[""Fe^2+^ x 3-A"",""Mg^2+^ x 3-A""],""B"":[""Al^3+^ x 4-B"",""Fe^3+^ x 4-B""],""X1"":[""P^5+^ x 1(4)""],""Y1"":[""O^2-^ x 4(4)""],""W"":[""H_2_O x 2""],""Z"":[""OH^1-^ x 6""]}",,8,D,C,45
Gortdrumite,Cu_18_FeHg_6_S_16_,,,2,B,D,10
Goryainovite,Ca_2_(PO_4_)Cl,,,8,B,N,15
Goslarite,ZnS^6+^O_4_·7H_2_O,"{""A"":[""Zn^2+^""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O x 7""]}",,7,C,B,22
Gottardiite,Na_3_Mg_3_Ca_5_Al_19_Si_117_O_272_·93H_2_O,"{""A"":[""Na^1+^ x 3"",""Mg^2+^ x 2"",""Ca^2+^ x 5""],""X1"":[""Al^3+^ x 19"",""Si^4+^ x 117""],""Y1"":[""O^2-^ x 272""],""W"":[""H_2_O x 93""]}",,9,G,F,10
Gottlobite,CaMgV^5+^O_4_(OH),"{""A"":[""Ca^2+^""],""B"":[""Mg^2+^""],""X1"":[""V^5+^""],""Y1"":[""O^2-^ x 4""],""Z"":[""OH^1-^""]}",,8,B,H,35
Götzenite,Ca_4_NaCa_2_Ti^4+^(Si_2_O_7_)_2_(OF)F_2_,"{""A"":[""Ca^2+^ x 6"",""Na^1+^"",""Ti^4+^""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""O^2-^"",""F^1-^ x 3""]}",,9,B,E,22
Goudeyite,Cu^2+^_6_Al(As^5+^O_4_)_3_(OH)_6_·3H_2_O,"{""A"":[""Cu^2+^ x 6""],""B"":[""Al^3+^""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""W"":[""H_2_O x 3""],""Z"":[""OH^1-^ x 6""]}",,8,D,L,15
Gowerite,Ca[B_5_O_8_(OH)][B(OH)_3_]·3H_2_O,,,6,E,C,10
Goyazite,SrAl_3_(PO_4_)(PO_3_OH)(OH)_6_,"{""A"":[""Sr^2+^""],""B"":[""Al^3+^ x 3""],""X1"":[""P^5+^""],""X2"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 3"",""OH^1-^""],""Z"":[""OH^1-^ x 6""]}",,8,B,L,10
Graemite,Cu^2+^Te^4+^O_3_·H_2_O,,,4,J,M,15
Graeserite,Fe^3+^_4_Ti^4+^_3_As^3+^O_13_(OH),"{""A"":[""Fe^3+^ x 4""],""B"":[""Ti^4+^ x 3""],""X1"":[""As^3+^ x 13""],""Y1"":[""O^2-^ x 13""],""Z"":[""OH^1-^""]}",,4,J,B,55
Graftonite,Fe^2+^Fe^2+^_2_(PO_4_)_2_,"{""A"":[""Fe^2+^""],""B"":[""Fe^2+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,8,A,B,20
Graftonite-(Ca),CaFe^2+^_2_(PO_4_)_2_,"{""A"":[""Ca^2+^""],""B"":[""Fe^2+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,8,A,B,20
Graftonite-(Mn),Mn^2+^Fe^2+^_2_(PO_4_)_2_,"{""A"":[""Mn^2+^""],""B"":[""Fe^2+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,8,A,B,20
Gramaccioliite-(Y),"(Pb^2+^,Sr)(Y,Mn^2+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_","{""A"":[""Pb^2+^ x 1-A"",""Sr^2+^ x 1-A""],""B"":[""Mn^2+^ x 1-B"",""Y^3+^ x 1-B""],""C"":[""Fe^3+^ x 2""],""D"":[""Ti^4+^ x 18-D"",""Fe^3+^ x 18-D""],""Y1"":[""O^2-^ x 38""]}",,4,C,C,20
Grammatikopoulosite,NiVP,,,1,B,D,65
Grandaite,Sr_2_Al(As^5+^O_4_)_2_(OH),"{""A"":[""Sr^2+^ x 2""],""B"":[""Al^3+^""],""X1"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""OH^1-^""]}",,8,B,G,05
Grandidierite,"(Mg,Fe^2+^)(Al,Fe^3+^)_3_O_2_(BO_3_)SiO_4_",,,9,A,J,05
Grandreefite,Pb^2+^_2_(S^6+^O_4_)F_2_,,,7,B,D,45
Grandviewite,Cu^2+^_3_Al_9_(S^6+^O_4_)_2_(OH)_29_,,,7,B,B,60
Grantsite,"(Na,Ca)_2+x_(V^5+^,V^4+^)_6_O_16_·4H_2_O","{""A"":[""Na^1+^ x 2+x-A"",""Ca^2+^ x 2+x-A""],""X1"":[""V^5+^ x 6-B"",""V^4+^ x 6-B""],""Y1"":[""O^2-^ x 16""],""W"":[""H_2_O x 4""]}",,4,H,G,55
Graphite,C,,,1,C,B,05a
Graţianite,Mn^2+^Bi^3+^_2_S^2-^_4_,"{""A"":[""Mn^2+^""],""B"":[""Bi^3+^ x 2""],""Y1"":[""S^2-^ x 4""]}",,2,H,A,20
Gratonite,Pb_9_As_4_S_15_,"{""A"":[""Pb x 13.5""],""B"":[""As x 6""],""Y1"":[""S x 22.5""]}",,2,J,B,55
Grattarolaite,Fe^3+^_3_O_3_PO_4_,,,8,B,E,10
Graulichite-(Ce),Ce^3+^Fe^3+^_3_(As^5+^O_4_)_2_(OH)_6_,"{""A"":[""Ce^3+^""],""B"":[""Fe^3+^ x 3""],""X1"":[""As^5+^""],""X2"":[""As^5+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 4""],""Z"":[""OH^1-^ x 6""]}",,8,B,L,13
Gravegliaite,Mn^2+^S^4+^O_3_·3H_2_O,"{""A"":[""Mn^2+^""],""X1"":[""S^4+^""],""Y1"":[""O^2-^ x 3""],""W"":[""H_2_O x 3""]}",,4,J,E,05
Grayite,"(Th^3+^,Pb^2+^,Ca)PO_4_·H_2_O","{""A"":[""Ca^2+^ x 1-A"",""Th^3+^ x 1-A"",""Pb^2+^ x 1-A""],""X1"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O""]}",,8,C,J,25
Grechishchevite,Hg^2+^_3_S^2-^_2_BrCl_0.5_I^1-^_0.5_,,,2,F,C,15c
Greenalite,"(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","{""A"":[""Fe^2+^ x 2-3-A"",""Fe^3+^ x 2-3-A""],""X1"":[""Si^4+^ x 2""],""Y1"":[""O^2-^ x 5""],""Z"":[""OH^1-^ x 4""]}",,9,E,D,15
Greenlizardite,(N^3-^H_4_)Na(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·4H_2_O,,,7,E,B,20
Greenockite,CdS^2-^,"{""A"":[""Cd^2+^""],""Y1"":[""S^2-^""]}",,2,C,B,22
Greenwoodite,"Ba_2-x_(V^3+^OH)_x_V^3+^_9_(Fe^3+^,Fe^2+^)_2_Si_2_O_22_",,,9,A,H,55
Gregoryite,Na_2_CO_3_,,,5,A,A,10
Greifensteinite,Ca_2_Fe^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O,"{""A"":[""Ca^2+^ x 2""],""B"":[""Fe^2+^ x 5""],""C"":[""Be^2+^ x 4""],""X1"":[""P^5+^ x 1(6)""],""Y1"":[""O^2-^ x 4(6)""],""W"":[""H_2_O x 6""],""Z"":[""OH^1-^ x 4""]}",,8,D,A,10
Greigite,Fe^2+^Fe^3+^_2_S^2-^_4_,"{""A"":[""Fe^2+^""],""B"":[""Fe^3+^ x 2""],""Y1"":[""S^2-^ x 4""]}",,2,D,A,05
Grenmarite,Na_2_Zr_2_Na_2_Mn^2+^Zr(Si_2_O_7_)_2_O_2_F_2_,"{""A"":[""Na^1+^ x 4"",""Zr^4+^ x 3"",""Mn^2+^""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""O^2-^ x 2"",""F^1-^ x 2""]}",,9,B,E,25
Grguricite,CaCr^3+^_2_(CO_3_)_2_(OH)_4_·4H_2_O,"{""A"":[""Ca^2+^""],""B"":[""Cr^3+^ x 2""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""],""W"":[""H_2_O x 4""],""Z"":[""OH^1-^ x 4""]}",,5,D,B,05
Griceite,LiF,"{""A"":[""Li^1+^""],""Y1"":[""F^1-^""]}",,3,A,A,20
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,"{""A"":[""Cu^2+^""],""B"":[""Cu^2+^ x 2""],""C"":[""Al^3+^ x 2"",""Fe^3+^ x 2""],""X1"":[""V^5+^ x 1(6)""],""Y1"":[""O^2-^ x 4(6)""]}",,8,A,C,02
Grimaldiite,Cr^3+^O(OH),,,4,F,E,20
Grimselite,K_3_Na(U^6+^O_2_)(CO_3_)_3_·H_2_O,,,5,E,D,35
Griphite,"Ca(Mn^2+^,Na,Li)_6_Fe^2+^Al_2_(PO_4_)_6_(F,OH)_2_",,,8,B,F,15
Grischunite,NaCa_2_Mn^2+^_5_Fe^3+^(As^5+^O_4_)_6_·2H_2_O,"{""A"":[""Na^1+^""],""B"":[""Ca^2+^ x 2""],""C"":[""Mn^2+^ x 2""],""D"":[""Mn^2+^ x 2""],""E"":[""Fe^3+^"",""Mn^2+^""],""X1"":[""As^5+^ x 1(6)""],""Y1"":[""O^2-^ x 4(6)""],""W"":[""H_2_O x 2""]}",,8,C,F,05
Groatite,[box]NaCaMn^2+^_2_[PO_4_][PO_3_(OH)]_2_,"{""A"":[""[box]""],""B"":[""Na^1+^""],""C"":[""Ca^2+^""],""D"":[""Mn^2+^""],""E"":[""Mn^2+^""],""X1"":[""P^5+^ x 1(3)""],""Y1"":[""O^2-^ x 3.33(3)"",""OH^1-^ x 0.66(3)""]}",,8,A,C,05
Grokhovskyite,CuCrS_2_,,,2,C,A,25
Grootfonteinite,Pb^2+^_3_O(CO_3_)_2_,,,5,B,E,40
Grossite,CaAl_4_O_7_,,,4,C,C,07
